timestamp,x (g),y (g),z (g),magnitude,in_out_mouth_bool,t_sec,hils_score,cumulative_hils
51:15.0,-3.497064984,-7.191454995,9.505460355,12.422,1,628.6995258,1.155099306,30.86555957
51:31.1,-19.28219782,14.89908193,25.01819738,34.924,1,644.8338852,1.840541017,32.70610059
51:36.8,-3.277402261,-10.90889761,9.144629808,14.607,1,650.5058136,1.295889026,34.00198962
51:38.2,-13.27073822,-2.86754092,8.02263654,15.77,1,651.8908539,0.966891144,34.96888076
51:40.7,2.563249023,2.753898825,14.98950535,15.454,1,654.4444427,1.221737014,36.19061777
52:02.0,-20.20622876,-5.03145111,-0.988038446,20.847,1,675.7471161,1.505199778,37.69581755
52:03.9,-5.84306679,-3.069009334,28.42724162,29.183,1,677.620224,2.056593563,39.75241112
52:06.7,8.959808108,-12.17556782,6.73405167,16.549,1,680.4270782,1.527516079,41.27992719
52:07.7,13.41954547,8.598343027,26.86926092,31.241,1,681.4509659,2.151885655,43.43181285
52:08.5,8.869124074,3.009267954,22.93134295,24.77,1,682.2505188,1.817027679,45.24884053
52:09.6,9.200303194,1.27604144,7.565944315,11.98,1,683.3487701,0.902266577,46.15110711
52:10.5,8.125591196,7.983764653,7.68026586,13.739,1,684.1965942,0.646044514,46.79715162
53:55.4,0.150158067,-6.757154305,9.048018637,11.294,1,789.1571579,1.008776343,47.80592796
53:58.7,-0.39063245,4.398700748,9.753572782,10.707,1,792.4758835,0.56774084,48.3736688
53:58.9,-26.99040222,4.466726816,18.92368372,33.265,1,792.6807098,1.9977811,50.3714499
54:17.4,-0.558671931,-1.942965775,11.698969,11.872,1,811.1344299,0.952586018,51.32403592
54:18.9,35.07715348,10.32433864,14.29349772,39.259,1,812.6711884,2.521040547,53.84507647
54:24.2,-27.33150232,-0.010983049,15.0548857,31.204,1,817.9574127,0.915397674,54.76047414
55:16.0,7.815173471,-2.77984102,11.72446402,14.362,1,869.7231216,1.174196437,55.93467058
55:18.7,-2.123214979,-9.631625738,-3.87072329,10.595,1,872.4023342,0.789894129,56.72456471
55:36.4,-8.627024372,-9.684136568,8.720692714,15.629,1,890.1772842,1.316048424,58.04061313
55:40.9,7.924981704,-1.198133623,7.047338634,10.673,1,894.6308823,0.734367712,58.77498084
57:19.8,-9.489168607,-4.04846781,-1.809552581,10.474,1,993.5002365,0.742730385,59.51771123
57:21.4,-10.94695472,17.09639379,9.524144451,22.424,1,995.0960083,1.290184317,60.80789555
57:27.8,11.10417953,1.094865465,6.040125463,12.688,1,1001.585831,1.103205142,61.91110069
57:31.9,21.59442241,-1.731879319,7.965488619,23.082,1,1005.660606,1.710769765,63.62187045
57:33.9,12.98193144,-2.574026402,10.77316732,17.065,1,1007.679047,1.240882451,64.8627529
57:36.8,4.440871949,-8.073354813,9.776030043,13.434,1,1010.509056,1.195527106,66.05828001
57:37.6,20.83639264,1.811573975,13.41092236,24.845,1,1011.300964,1.838818818,67.89709883
57:38.4,-3.963302536,-0.004573903,10.64313549,11.357,1,1012.1399,0.930531317,68.82763015
57:39.2,20.49822684,2.255394717,8.805617805,22.423,1,1012.955353,2.081968615,70.90959876
57:50.2,20.56222166,1.783445623,13.2609888,24.532,1,1023.905243,2.077265472,72.98686423
57:54.1,-9.449353781,-3.714625556,1.722161752,10.298,1,1027.820946,0.727309678,73.71417391
57:54.9,6.852975898,16.91990167,39.52572736,43.538,1,1028.645622,2.601901299,76.31607521
57:57.0,-3.390114985,2.288321866,26.47570995,26.79,1,1030.76722,2.652018511,78.96809372
58:11.3,0.005953797,-11.46752355,-1.959039858,11.634,1,1045.021492,0.973218754,79.94131247
58:33.6,-14.82125565,-5.353700421,1.251700367,15.808,1,1067.349472,0.872286334,80.81359881
58:34.1,-23.85786717,-1.996963841,-1.429506406,23.984,1,1067.833611,1.69116401,82.50476282
58:39.4,27.69800794,2.977720173,1.974026256,27.927,1,1073.179829,1.537972744,84.04273556
58:40.6,-0.461611876,-11.26274783,2.380568563,11.521,1,1074.351593,0.99111815,85.03385371
58:47.3,-0.433013484,-2.925441182,13.79934945,14.113,1,1081.051075,1.185550052,86.21940376
58:48.7,7.09972085,1.345895456,12.78719591,14.688,1,1082.436768,1.246283563,87.46568733
58:49.3,21.35468964,10.66665007,21.21083932,31.933,1,1083.018703,1.725519714,89.19120704
59:06.0,-3.402965196,2.432879444,11.80348425,12.523,1,1099.770515,0.726402977,89.91761002
59:06.6,9.875857027,0.452145502,2.737963008,10.258,1,1100.305565,0.671836982,90.589447
59:27.6,-20.45861784,-9.011198784,5.424578664,23.004,1,1121.386238,1.340040539,91.92948754
59:29.3,0.684566688,-8.657641608,16.37015688,18.531,1,1123.039688,1.434418063,93.3639056
59:30.3,-15.10238529,-2.643386946,0.98507517,15.364,1,1124.069374,0.954882176,94.31878778
59:35.0,1.121740608,3.708352082,11.42523706,12.064,1,1128.751869,1.066036326,95.3848241
00:52.2,-1.387807892,3.175831105,9.900803808,10.49,1,1205.92782,0.835624055,96.22044816
01:14.8,7.817287258,2.297413999,20.13612753,21.722,1,1228.507751,1.392649655,97.61309781
01:24.3,12.84111877,-0.288633104,-10.72842065,16.735,1,1238.057812,0.688184148,98.30128196
01:31.0,6.343503901,-1.86484768,9.519866354,11.591,1,1244.710693,0.981874957,99.28315692
01:31.2,-12.5236209,-3.192548507,0.680231227,12.942,1,1244.975624,1.003199003,100.2863559
01:38.1,5.613861831,2.765078667,30.85143154,31.48,1,1251.789291,2.194682807,102.4810387
01:45.4,-21.03600921,2.246437073,1.998375793,21.25,1,1259.093376,0.933349344,103.4143881
02:07.1,13.13593376,-2.815666731,13.75565491,19.228,1,1280.836403,0.948867854,104.3632559
02:14.2,-14.04212884,-4.315067744,1.505733011,14.767,1,1287.934471,1.053264103,105.41652
02:25.3,4.514109952,1.527322886,12.40488795,13.289,1,1299.023193,0.884627656,106.3011477
02:26.0,5.308130773,-52.06301786,-16.16116841,54.772,1,1299.765923,2.319343898,108.6204916
02:26.3,-9.787506792,-4.950722347,0.922995145,11.007,1,1299.996964,0.819246688,109.4397383
02:28.4,-5.617035178,2.645569107,14.06676754,15.376,1,1302.133705,0.711647646,110.1513859
02:35.0,12.78465575,0.739888885,4.378930323,13.534,1,1308.768539,1.20881467,111.3602006
02:35.5,18.98215636,-1.42847984,12.52526436,22.787,1,1309.267151,1.883339227,113.2435398
02:36.1,14.67479018,2.81476016,0.901658687,14.969,1,1309.802322,1.085520952,114.3290608
02:37.7,-12.63397224,-5.37628442,-0.005412297,13.73,1,1311.406569,1.119820838,115.4488816
02:40.6,12.1414949,3.068080384,19.03420076,22.784,1,1314.344833,1.977024425,117.425906
02:48.6,-1.055271405,-5.222344406,10.46792158,11.746,1,1322.338882,0.973518803,118.3994248
02:48.8,4.074269402,-2.226150849,9.365451951,10.453,1,1322.516434,0.897106538,119.2965314
02:49.0,-13.73843229,-4.596923681,-0.229793316,14.489,1,1322.740978,0.856350141,120.1528815
02:49.2,9.011774898,-6.996863614,22.91429058,25.598,1,1322.905449,1.707569869,121.8604514
02:49.4,-13.04354982,-3.128873998,3.460618516,13.853,1,1323.150818,1.075416634,122.935868
03:01.7,13.7045445,0.321164404,10.67014519,17.372,1,1335.409903,0.902854076,123.8387221
03:01.9,36.17507998,2.988737111,39.81247986,53.876,1,1335.647484,4.133074912,127.971797
03:04.8,-6.458788307,2.686376907,11.80309433,13.72,1,1338.509081,0.978904198,128.9507012
03:06.1,0.423782907,-5.328762378,12.49130848,13.587,1,1339.815853,1.018704392,129.9694056
05:56.5,-5.569926059,2.705709644,16.48350063,17.608,1,1510.194746,0.91340809,130.8828137
06:02.2,-0.60348982,-1.481549091,10.20507978,10.33,1,1515.903748,0.808900984,131.6917147
06:21.9,7.149354006,-0.901660219,9.915337622,12.257,1,1535.592331,0.976834735,132.6685494
06:24.8,-10.9737924,-4.117138972,-0.122756365,11.721,1,1538.50724,0.827622402,133.4961718
06:39.4,9.385456543,1.701884394,15.63477211,18.315,1,1553.134399,1.505887194,135.002059
06:42.1,12.73571394,-0.828300858,8.814108293,15.51,1,1555.800064,1.231417342,136.2334763
06:45.5,4.748840681,3.87079979,16.56432704,17.661,1,1559.211279,0.894760072,137.1282364
06:47.2,32.22985758,-1.383710862,12.45666434,34.581,1,1560.967102,1.921943153,139.0501796
06:52.4,2.448532219,0.380004662,11.09672607,11.37,1,1566.153902,0.716699113,139.7668787
06:54.4,0.953987278,-2.401262114,14.20733253,14.44,1,1568.180016,1.038704479,140.8055832
06:55.3,25.4083919,-2.582184763,8.420970066,26.892,1,1569.045532,1.663824104,142.4694073
06:56.2,3.103759052,7.867219302,14.62719526,16.896,1,1569.89015,1.29659947,143.7660067
06:57.9,-5.089776469,-4.22760839,9.587931153,11.649,1,1571.648586,0.841865058,144.6078718
07:00.5,-6.301834039,-8.766641118,5.834005163,12.272,1,1574.238857,1.082032033,145.6899038
07:11.2,-11.09833645,-1.401099697,7.698405661,13.579,1,1584.926025,0.903033575,146.5929374
