timestamp,x (g),y (g),z (g),magnitude,in_out_mouth_bool,t_sec,hils_score,cumulative_hils
1970-01-06 00:40:20.896886826,3.336447996051273,-8.605592051993163,6.322660057627449,11.188,1.0,113.846014023,0.9276141826395583,0.9276141826395583
1970-01-06 00:43:50.584468842,-1.5544569893186109,4.369040208379285,10.382032562360976,11.371,1.0,323.533596039,0.7477477592148003,1.6753619418543586
1970-01-06 00:43:52.161491394,-11.159171655511269,-2.887402608468548,-1.5197674622924855,11.626,1.0,325.110618591,0.9116624161341393,2.587024357988498
1970-01-06 00:45:21.886503220,-3.8610333645133297,-5.4232618053686,9.006580746795368,11.2,1.0,414.835630417,0.7805567445050545,3.3675811024935527
1970-01-06 00:48:08.701393127,4.1066027397164016,2.614716361194883,9.038704015988884,10.266,1.0,581.650520324,0.7997490745976807,4.167330177091234
1970-01-06 00:48:10.521949768,-10.113761760484977,-3.714225464723153,-0.4098417369594394,10.782,1.0,583.471076965,0.9452931707407277,5.112623347831962
1970-01-06 00:48:49.767646790,9.075442359830898,-4.15716111047501,3.112666778654793,10.456,1.0,622.716773987,0.743545755659822,5.8561691034917835
1970-01-06 00:48:50.800636292,-17.655978195419472,2.2847792292661335,3.1286904347324547,18.076,1.0,623.749763489,0.9750256264848894,6.831194729976673
1970-01-06 00:49:19.052543640,10.04940800104983,1.353114894026021,4.221270532908384,10.984,1.0,652.001670837,0.7750524748851841,7.606247204861857
1970-01-06 00:49:24.145980835,-5.849061981349608,0.8263808567119671,9.371653088862747,11.078,1.0,657.095108032,0.8214449806695944,8.427692185531452
1970-01-06 00:49:30.680786133,11.942086149480955,-1.733301690898388,-0.2780730959729307,12.07,1.0,663.62991333,0.8573826938254092,9.285074879356861
1970-01-06 00:51:41.866195679,-7.0332599656128805,4.8728510220910355,11.770810302294974,14.552,1.0,794.815322876,1.2221936475156256,10.507268526872487
1970-01-06 00:51:57.465097427,-12.359284736978827,-0.7188617889018518,0.7803893379199365,12.405,1.0,810.414224624,1.0161655150415587,11.523434041914046
1970-01-06 00:52:02.457626343,-8.217992324461383,-5.307080122618606,5.902497075577445,11.425,1.0,815.40675354,0.8725700534372407,12.396004095351286
1970-01-06 00:52:15.039932251,6.34733274953406,2.441241928861764,8.064468600686576,10.549,1.0,827.989059448,0.7182424891785337,13.11424658452982
1970-01-06 00:52:27.933837891,2.3164661194404808,2.8618456002649926,11.81742926688069,12.378,1.0,840.882965088,0.6114197245791548,13.725666309108975
1970-01-06 00:52:33.736518860,-15.74040559538817,-5.183172181228065,0.22618318331911133,16.573,1.0,846.685646057,1.144359622290507,14.870025931399482
1970-01-06 00:52:34.227178574,-15.793033703260518,-3.853144766112031,-3.4341139845760753,16.615,1.0,847.176305771,0.7981767352376175,15.6682026666371
1970-01-06 00:52:38.275199890,-4.2218583591146555,3.960522993626566,8.83474021194336,10.562,1.0,851.224327087,0.6026395609454204,16.27084222758252
1970-01-06 00:52:58.109230042,5.901124096734409,5.595787715126512,13.973487869611501,16.168,1.0,871.058357239,0.9421490293130642,17.212991256895585
1970-01-06 00:53:05.772377014,8.470039520011035,-0.28916541451642924,8.634476237300026,12.099,1.0,878.721504211,0.9067871352794697,18.119778392175053
1970-01-06 00:53:07.425945282,-3.856717186961531,3.650045945692474,11.876421478464357,13.009,1.0,880.375072479,0.8359247086411119,18.955703100816166
1970-01-06 00:53:07.805747986,-19.437772442511818,-8.505454892228151,6.2653716210134425,22.123,1.0,880.754875183,1.1654168137822776,20.121119914598445
1970-01-06 00:53:16.726379395,-8.887229365677758,-1.1731928095623796,7.215478212386627,11.507,1.0,889.675506592,0.7356196726158009,20.856739587214246
1970-01-06 00:53:29.419061661,-9.963020264305104,-2.7348347352329716,-3.1752105731760727,10.808,1.0,902.368188858,0.6780986658535288,21.534838253067775
1970-01-06 00:53:29.848464966,-13.721965167339278,-4.6255013278291,-0.07839268192151164,14.481,1.0,902.797592163,1.1419852431548119,22.67682349622259
1970-01-06 00:55:22.758594513,-13.878396023297334,-4.331041187098384,-11.265393737290422,18.392,1.0,1015.70772171,1.0650066952158697,23.74183019143846
1970-01-06 00:56:06.786424637,1.426778482047858,2.8370499967728002,10.054061441973424,10.544,1.0,1059.735551834,0.7021900591516739,24.444020250590135
1970-01-06 00:56:10.136756897,12.31040519240616,-0.29655770364723605,5.392554452871758,13.443,1.0,1063.085884094,0.9897800774844427,25.43380032807458
1970-01-06 00:56:16.293983459,6.91950443645073,-1.256594662280964,-8.173729455313879,10.783,1.0,1069.243110656,0.6622370986181125,26.096037426692693
1970-01-06 00:56:23.121459961,-2.1676083986629124,-10.179964456646983,-0.13161873517895148,10.409,1.0,1076.070587158,0.9009485660340693,26.996985992726763
