timestamp,x (g),y (g),z (g),magnitude,in_out_mouth_bool,t_sec,hils_score,cumulative_hils
1970-01-29 21:36:02.143966675,-5.779182523305763,-10.49218792371098,9.669836965319051,15.395,1.0,709.844863892,1.2687468478979058,1.2687468478979058
1970-01-29 21:37:01.316207886,-1.7753758798772892,0.874474718889196,-12.931334480678073,13.082,1.0,769.017105103,0.8758283746947331,2.144575222592639
1970-01-29 21:37:04.171363831,18.187723451792397,0.031668106279120506,7.971119731390665,19.858,1.0,771.872261048,1.5884110338710618,3.732986256463701
1970-01-29 21:38:04.008338928,-9.931542113102807,-2.9857098232418453,5.749971487499969,11.858,1.0,831.709236145,0.8340477299558944,4.567033986419595
1970-01-29 21:39:53.547416687,-7.4043129535962295,14.83301022517851,10.80493643410071,19.789,1.0,941.248313904,0.7950579607348545,5.3620919471544495
1970-01-29 21:39:56.733245850,8.422936699587607,-6.747183359794982,9.323645695973541,14.262,1.0,944.434143067,1.2631132634899718,6.625205210644421
1970-01-29 21:40:01.847568512,19.250173367892458,4.864575550744191,8.260323481388966,21.505,1.0,949.548465729,1.4465680979214288,8.07177330856585
1970-01-29 21:40:12.326618195,-14.371471234369547,-3.743514811655059,-1.5222796768688487,14.929,1.0,960.027515412,0.97374196378021,9.04551527234606
1970-01-29 21:40:29.150207520,30.36891959127895,-1.515346660341536,15.980384362005367,34.35,1.0,976.851104737,2.6248431811591724,11.670358453505234
1970-01-29 21:40:32.176780701,0.01788349385162306,12.869006972889245,24.31199485259027,27.508,1.0,979.877677918,1.8618455359673647,13.532203989472599
1970-01-29 21:40:32.444107056,-20.77869819659152,-4.0515207744903226,-12.936059549524256,24.809,1.0,980.145004273,0.9325796190963909,14.46478360856899
1970-01-29 21:40:45.587448120,34.078208203385564,-1.2437847119767342,2.1325447795904795,34.168,1.0,993.288345337,1.5275871624377346,15.992370771006724
1970-01-29 21:40:50.380874634,-8.546859758552483,-4.1800255067431165,3.1537309699169267,10.023,1.0,998.081771851,0.7022478287149312,16.694618599721657
1970-01-29 21:40:50.914209366,-9.040769101283411,-4.587767254118117,0.4662452995159317,10.149,1.0,998.615106583,0.8556584800846924,17.55027707980635
1970-01-29 21:40:55.251121521,-22.337187644385573,-1.297240605413376,1.4234356153951593,22.42,1.0,1002.952018738,1.651082990906162,19.20136007071251
1970-01-29 21:41:43.903755188,-11.856895937587094,5.084610841226186,8.941687330616961,15.697,1.0,1051.604652405,1.23201089843335,20.433370969145862
1970-01-29 21:41:59.069171906,-5.605492632724993,-5.608822966641973,12.903917904006342,15.146,1.0,1066.770069123,1.1410921539182264,21.57446312306409
1970-01-29 21:43:54.004894257,-2.5405930301338375,-6.193230026007797,9.891162717304315,11.943,1.0,1181.705791474,1.0780793297895683,22.652542452853655
1970-01-29 21:43:55.208457947,18.75465724789998,1.2932052793429638,5.752932175792824,19.66,1.0,1182.909355164,1.1741638535053165,23.82670630635897
1970-01-29 21:43:55.874816895,2.1899837033842333,-2.720206547443077,9.508858276268468,10.13,1.0,1183.575714112,0.7667845097624002,24.59349081612137
1970-01-29 21:43:58.365367889,2.358460424023219,-13.682391008332242,-1.649745957238649,13.982,1.0,1186.066265106,1.238363268763494,25.831854084884863
1970-01-29 21:44:44.654144287,-10.74302395726514,-4.676756668692258,7.326917517992806,13.819,1.0,1232.355041504,1.057412770914832,26.889266855799697
1970-01-29 21:44:46.780433655,-19.799976282895194,-5.275739329249008,-6.1689413781136855,21.399,1.0,1234.481330872,1.080953366857988,27.970220222657684
1970-01-29 21:44:47.245841980,-19.457878406965136,-2.011110910218558,1.7208738496938,19.637,1.0,1234.946739197,1.3134090870654482,29.283629309723132
1970-01-29 21:44:51.135955811,-8.357999228942246,0.9424152290462409,18.293511074287043,20.134,1.0,1238.836853028,1.5937985045076164,30.87742781423075
1970-01-29 21:44:51.382347107,-4.824983351895742,4.80579014916033,14.118776706788818,15.675,1.0,1239.083244324,1.0687499584145028,31.946177772645253
1970-01-29 21:45:00.929039001,-11.204543175786593,-5.07625152882295,2.464839272256266,12.545,1.0,1248.629936218,0.8213741250190287,32.76755189766428
1970-01-29 21:45:12.625244141,3.3252790199144906,2.965421524181065,17.91210461178809,18.458,1.0,1260.326141358,1.145396440060164,33.912948337724444
1970-01-29 21:45:35.378356934,-1.8355156368742434,-5.992248860035624,8.948471654209557,10.925,1.0,1283.079254151,0.7744922136249442,34.68744055134939
1970-01-29 21:45:35.911603928,-12.194908199657204,-4.619789063338428,6.528211164797923,14.583,1.0,1283.612501145,1.318299638064989,36.00574018941438
1970-01-29 21:45:36.387466431,-0.049083542601068376,-35.16994254070916,-4.745996785614413,35.489,1.0,1284.088363648,1.6986597394889167,37.7043999289033
1970-01-29 21:45:36.845085144,20.440140398078515,0.9715877381789948,11.170418558579575,23.314,1.0,1284.545982361,2.116047763545954,39.82044769244926
1970-01-29 21:45:40.684707642,5.802237815734862,-11.102875653899968,-5.660644710957559,13.747,1.0,1288.385604859,0.9401521779497579,40.76059987039901
1970-01-29 21:45:43.837249756,3.195862902719811,-2.313957936229281,13.694519048742853,14.252,1.0,1291.538146973,1.1622199292018536,41.922819799600866
1970-01-29 21:45:44.176239014,-9.085326581717048,2.963877586611066,12.854786328645464,16.018,1.0,1291.877136231,1.1465579378210475,43.06937773742192
1970-01-29 21:46:59.281806946,-14.903104927577564,0.22383665115016685,7.705310744623819,16.779,1.0,1366.982704163,0.8093576679791693,43.87873540540109
