timestamp,x (g),y (g),z (g),magnitude,in_out_mouth_bool
2025-07-10 10:14:41.123510361,8.840401757559913,-1.2093759056130893,5.391509314083967,10.425,1.0
2025-07-10 10:15:13.121635437,21.13109665485618,-16.389233206160164,-3.3302635146821715,26.948,1.0
2025-07-10 10:16:56.704383850,8.320885531595243,-1.142969963166107,6.713377364143109,10.752,1.0
2025-07-10 10:16:57.472976685,8.828329303157918,-1.128563872182967,4.757874031687538,10.092,1.0
2025-07-10 10:17:40.663688660,0.8398616346377437,4.618624710082337,16.734179042369558,17.38,1.0
2025-07-10 10:18:05.999282837,-13.98321213208762,-2.864610618040525,2.455025351406204,14.483,1.0
2025-07-10 10:18:34.579444885,7.534895976158428,-7.589671205501944,-7.390305719038033,13.0,1.0
2025-07-10 10:20:40.126871109,4.052231382422078,4.186402351743649,16.04946345435351,17.074,1.0
2025-07-10 10:21:36.669647217,11.765078238404207,5.328618724253069,-7.172311868272839,14.773,1.0
2025-07-10 10:22:11.251182556,14.440049935068984,-2.2443845291366973,4.698109402524184,15.35,1.0
2025-07-10 10:23:04.873481750,10.453353845867953,-1.6221549129783646,2.7276570186476627,10.924,1.0
2025-07-10 10:23:16.268390656,-0.4438152008048766,3.7458932558076943,14.45714663353834,14.941,1.0
2025-07-10 10:23:26.076332092,1.9640329758437673,3.440954821806011,9.93517253922086,10.696,1.0
2025-07-10 10:23:28.462799072,-4.615770902363367,6.542212457165925,8.334083221458659,11.557,1.0
2025-07-10 10:25:02.146133423,16.856854357502826,-9.048789074934598,2.5641112392566776,19.303,1.0
2025-07-10 10:32:24.485244751,11.55459202037946,-0.9960338972650757,5.977074344366341,13.047,1.0
2025-07-10 10:32:54.653131485,9.166748185426364,-2.031026400642409,4.772741608852931,10.532,1.0
2025-07-10 10:33:07.143413544,3.018525249277578,1.7769789511872425,11.377709660846126,11.905,1.0
2025-07-10 10:33:20.934743881,13.710996158285539,-4.330903917183145,2.195078952476869,14.545,1.0
2025-07-10 10:33:21.506307602,9.940893629100461,-4.385587827591737,5.560368626394213,12.205,1.0
2025-07-10 10:33:46.662181854,-5.632193444088445,6.618209786182349,6.207060273144395,10.679,1.0
2025-07-10 10:33:55.176355362,4.540441836127467,-11.461850864367005,-5.511870707459749,13.504,1.0
2025-07-10 10:34:10.817283630,-2.4058301032063203,-32.707123529185154,-7.672269870196788,33.681,1.0
2025-07-10 10:35:01.820892334,5.841309193934669,-13.075317664522826,6.792393309627443,15.85,1.0
2025-07-10 10:35:11.701324463,1.6482266708952826,-5.333185816463159,19.557094771167463,20.338,1.0
2025-07-10 10:36:41.005699158,2.152311862071497,1.8852823545603572,10.699437045563178,11.075,1.0
2025-07-10 10:39:11.223854065,20.30987087972765,-8.3411021882354,-9.984140079856928,24.119,1.0
2025-07-10 10:39:53.867797852,9.159857070878008,-4.47026103485935,12.385093407855445,16.04,1.0
2025-07-10 10:40:14.184944153,15.313343477109171,-1.983297167071567,17.62473049153274,23.432,1.0
2025-07-10 10:40:41.131797791,-11.412580213180677,-1.4656157959066718,2.376063176034217,11.749,1.0
2025-07-10 10:42:46.604347229,-2.7541352631598115,-3.539774570962192,9.47958543075535,10.487,1.0
2025-07-10 10:42:54.160417557,1.9656604442103391,3.083561001196791,11.1362225000206,11.721,1.0
2025-07-10 10:42:57.530578613,32.99174564478025,11.46188641328005,40.53695511701872,53.508,1.0
